# Mandate Rescue training data. BOOTSTRAPPED from 10 repeated runs of the 180-case synthetic simulation with distinct seeds. These rows are NOT unique real customers; they are label-consistent outcomes produced by the product's own rule-based recovery pipeline. Used to train/validate an additive ML layer that does NOT drive agent decisions.
past_payment_success_rate,customer_tenure_months,past_retry_count,failure_reason,amount,mandate_limit,merchant_category,recovered
0.87,48,1,bank_technical_error,1432.26,2000.0,insurance,1
0.8,2,2,insufficient_funds,11758.09,13960.61,insurance,1
0.76,10,1,mandate_revoked,2419.02,5000.0,insurance,0
0.37,40,1,bank_technical_error,8329.28,12251.47,utility,1
0.93,26,1,bank_technical_error,2104.81,5000.0,insurance,1
0.96,32,2,bank_technical_error,580.48,5000.0,emi,1
0.69,18,0,mandate_revoked,4590.49,3000.0,utility,0
0.61,43,1,mandate_revoked,688.5,5000.0,emi,0
0.68,24,1,insufficient_funds,1694.26,5000.0,emi,1
0.44,6,2,bank_technical_error,1256.17,5000.0,emi,1
0.33,8,2,insufficient_funds,1199.17,2000.0,subscription,1
0.74,28,1,mandate_expired,2583.56,5000.0,utility,1
0.34,15,2,bank_technical_error,1909.66,5000.0,emi,1
0.39,24,1,insufficient_funds,1020.18,5000.0,utility,1
0.95,10,0,insufficient_funds,2862.81,5000.0,insurance,1
0.68,21,2,insufficient_funds,2742.98,5000.0,insurance,1
0.78,14,0,insufficient_funds,688.97,5000.0,insurance,1
0.37,31,2,insufficient_funds,1575.59,5000.0,insurance,1
0.37,41,2,mandate_expired,1682.34,5000.0,emi,1
0.74,16,0,insufficient_funds,2859.22,5000.0,subscription,1
0.86,25,1,insufficient_funds,834.59,5000.0,subscription,1
0.37,47,0,mandate_revoked,1827.34,5000.0,utility,0
0.32,19,0,insufficient_funds,2354.76,5000.0,emi,1
0.52,6,2,insufficient_funds,1141.07,5000.0,subscription,1
0.54,44,2,insufficient_funds,2142.19,5000.0,emi,0
0.3,47,0,bank_technical_error,1278.76,5000.0,utility,1
0.36,40,2,insufficient_funds,741.09,5000.0,emi,1
0.31,39,0,insufficient_funds,2961.33,5000.0,utility,1
0.66,1,0,bank_technical_error,2202.32,2000.0,utility,1
0.74,3,0,mandate_revoked,10293.53,14351.02,utility,0
0.93,16,0,mandate_revoked,2933.12,5000.0,subscription,0
0.71,17,2,insufficient_funds,2339.7,5000.0,insurance,1
0.76,29,2,mandate_revoked,1819.26,5000.0,insurance,0
0.81,24,2,bank_technical_error,227.37,5000.0,emi,1
0.46,11,0,bank_technical_error,2361.59,5000.0,insurance,1
0.44,40,1,mandate_revoked,1611.15,5000.0,insurance,0
0.57,46,1,mandate_expired,1609.79,5000.0,emi,1
0.97,19,2,bank_technical_error,2461.91,3000.0,emi,1
0.97,5,2,insufficient_funds,2063.33,5000.0,subscription,1
0.51,25,1,bank_technical_error,2188.67,5000.0,subscription,1
0.46,6,2,bank_technical_error,10512.72,13963.15,utility,1
0.91,17,0,insufficient_funds,1238.99,5000.0,insurance,1
0.73,29,2,insufficient_funds,2572.56,5000.0,utility,1
0.61,23,1,insufficient_funds,1993.59,3000.0,subscription,1
0.73,10,2,mandate_expired,1782.17,5000.0,insurance,1
0.88,39,1,insufficient_funds,2975.36,5000.0,utility,1
0.64,14,1,mandate_expired,5976.15,5000.0,insurance,0
0.98,46,2,mandate_revoked,635.95,5000.0,emi,0
0.97,23,1,insufficient_funds,570.91,5000.0,subscription,1
0.84,21,1,mandate_expired,2222.78,5000.0,insurance,1
0.43,19,2,mandate_revoked,2490.75,5000.0,emi,0
0.58,2,2,mandate_expired,2490.11,5000.0,subscription,1
0.71,21,1,mandate_expired,1003.18,5000.0,emi,1
0.37,1,1,insufficient_funds,1088.64,1000.0,insurance,1
0.34,2,2,mandate_expired,2454.73,5000.0,subscription,1
0.75,11,2,insufficient_funds,1340.54,5000.0,emi,0
0.59,48,2,insufficient_funds,6370.17,7656.33,emi,1
0.4,20,2,insufficient_funds,793.43,5000.0,insurance,1
0.33,3,0,insufficient_funds,2472.47,5000.0,insurance,0
0.97,28,1,mandate_expired,1074.9,5000.0,emi,1
0.4,4,2,bank_technical_error,12128.55,14081.54,subscription,0
0.65,29,1,mandate_expired,1836.26,5000.0,utility,1
0.68,5,0,insufficient_funds,1050.38,5000.0,subscription,1
0.43,23,2,insufficient_funds,14578.82,18578.07,insurance,1
0.48,5,1,insufficient_funds,1992.29,5000.0,utility,1
0.46,22,2,insufficient_funds,10020.26,14349.04,emi,1
0.56,4,0,mandate_expired,10925.93,14246.87,emi,1
0.79,35,2,insufficient_funds,2426.58,5000.0,insurance,1
0.98,3,1,mandate_revoked,2387.18,5000.0,insurance,0
0.7,3,1,insufficient_funds,652.38,5000.0,insurance,1
0.64,12,0,insufficient_funds,1259.84,5000.0,insurance,1
0.63,33,0,insufficient_funds,1628.43,5000.0,utility,1
0.51,30,2,insufficient_funds,829.24,5000.0,insurance,1
0.98,25,2,mandate_expired,2498.9,5000.0,utility,1
0.79,7,0,mandate_revoked,929.37,5000.0,utility,0
0.5,16,0,mandate_revoked,14960.49,17866.76,emi,0
0.81,1,1,mandate_revoked,2472.59,5000.0,emi,0
0.33,32,2,insufficient_funds,2491.55,5000.0,subscription,1
0.65,18,2,bank_technical_error,2072.54,5000.0,subscription,1
0.48,46,0,mandate_expired,2042.59,5000.0,emi,1
0.53,18,2,insufficient_funds,1618.66,5000.0,insurance,1
0.37,2,1,bank_technical_error,2000.92,5000.0,utility,1
0.74,37,0,insufficient_funds,2625.91,5000.0,insurance,1
0.87,12,2,mandate_revoked,1969.29,5000.0,subscription,0
0.58,7,0,insufficient_funds,660.71,5000.0,utility,1
0.63,32,0,bank_technical_error,643.51,5000.0,insurance,1
0.7,36,0,insufficient_funds,8526.65,12699.46,subscription,1
0.3,30,1,insufficient_funds,12295.61,17080.62,insurance,1
0.36,11,1,insufficient_funds,6662.39,8208.81,emi,1
0.33,26,2,insufficient_funds,3392.25,5000.0,subscription,1
0.39,15,0,bank_technical_error,2124.61,3000.0,utility,1
0.76,8,0,insufficient_funds,9008.76,10973.64,emi,1
0.37,33,1,insufficient_funds,2597.13,1000.0,emi,1
0.79,12,2,insufficient_funds,1753.62,5000.0,insurance,0
0.33,13,0,insufficient_funds,2932.25,5000.0,subscription,1
0.36,32,1,insufficient_funds,538.78,5000.0,utility,1
0.38,29,1,insufficient_funds,2654.08,5000.0,subscription,1
0.85,28,2,insufficient_funds,920.05,5000.0,subscription,1
0.35,6,2,bank_technical_error,9951.29,12463.19,subscription,1
0.47,30,1,insufficient_funds,2332.39,5000.0,emi,1
0.69,12,2,insufficient_funds,5282.63,7298.22,insurance,1
0.35,15,2,insufficient_funds,2321.11,5000.0,emi,1
0.93,26,1,insufficient_funds,639.46,5000.0,utility,1
0.93,33,2,insufficient_funds,13726.09,15851.9,utility,1
0.82,33,0,insufficient_funds,1486.01,5000.0,insurance,1
0.73,17,2,insufficient_funds,570.57,5000.0,subscription,1
0.58,1,2,insufficient_funds,1856.08,5000.0,insurance,1
0.74,35,0,insufficient_funds,867.8,3000.0,insurance,1
0.92,10,1,mandate_revoked,2146.37,5000.0,subscription,0
0.51,41,1,mandate_revoked,678.58,5000.0,utility,0
0.36,18,1,mandate_revoked,1406.05,5000.0,utility,0
0.73,3,1,mandate_expired,603.7,2000.0,utility,1
0.64,16,1,bank_technical_error,6141.0,9791.75,utility,1
0.93,16,0,insufficient_funds,1085.54,5000.0,emi,1
0.73,45,0,insufficient_funds,13666.86,14918.51,insurance,1
0.88,3,1,mandate_expired,1184.77,5000.0,utility,1
0.56,41,2,insufficient_funds,1411.14,5000.0,subscription,1
0.77,39,2,insufficient_funds,1693.94,5000.0,utility,1
0.41,8,1,bank_technical_error,742.66,5000.0,insurance,1
0.84,23,0,insufficient_funds,2530.21,5000.0,insurance,1
0.56,21,0,bank_technical_error,2995.22,5000.0,utility,1
0.78,20,1,insufficient_funds,12610.59,13825.09,emi,1
0.62,2,2,mandate_expired,2326.06,5000.0,subscription,1
0.76,35,1,insufficient_funds,9594.95,13225.95,subscription,1
0.7,37,2,insufficient_funds,623.18,5000.0,utility,1
0.66,36,0,mandate_revoked,1784.53,5000.0,subscription,0
0.48,2,0,mandate_revoked,901.05,5000.0,utility,0
0.97,14,2,insufficient_funds,2373.07,2000.0,subscription,1
0.75,3,2,mandate_revoked,821.89,5000.0,insurance,0
0.63,31,0,insufficient_funds,1576.97,5000.0,emi,1
0.64,27,1,insufficient_funds,6151.29,7527.27,subscription,1
0.54,30,1,bank_technical_error,7682.53,10663.44,insurance,1
0.4,23,0,mandate_expired,534.76,5000.0,subscription,1
0.34,20,2,insufficient_funds,14079.51,5000.0,subscription,1
0.74,45,0,insufficient_funds,2028.22,5000.0,emi,1
0.95,15,1,mandate_expired,583.93,5000.0,insurance,1
0.68,11,0,insufficient_funds,1835.99,5000.0,subscription,1
0.96,26,1,insufficient_funds,1975.29,5000.0,insurance,1
0.67,33,0,mandate_expired,1413.31,2000.0,insurance,1
0.54,3,1,insufficient_funds,1556.74,5000.0,insurance,1
0.68,43,1,mandate_expired,4813.94,5000.0,insurance,1
0.71,31,1,bank_technical_error,1436.86,5000.0,insurance,1
0.91,32,0,mandate_expired,6078.01,8305.83,utility,1
0.98,17,0,insufficient_funds,3508.97,5000.0,utility,1
0.55,18,1,insufficient_funds,1272.31,5000.0,subscription,1
0.42,47,2,mandate_revoked,1975.95,5000.0,insurance,0
0.87,15,1,insufficient_funds,2948.38,3000.0,subscription,1
0.32,28,2,bank_technical_error,1331.48,2000.0,utility,1
0.64,29,2,insufficient_funds,1695.11,5000.0,insurance,1
0.5,5,0,bank_technical_error,879.71,5000.0,subscription,1
0.61,13,1,insufficient_funds,1879.91,5000.0,subscription,1
0.81,36,0,insufficient_funds,2116.71,5000.0,utility,1
0.32,26,2,mandate_expired,1385.03,5000.0,emi,1
0.83,44,2,bank_technical_error,2512.05,3000.0,utility,1
0.9,9,0,bank_technical_error,7403.44,12334.83,insurance,1
0.89,38,0,insufficient_funds,2305.94,5000.0,emi,0
0.36,29,0,bank_technical_error,1580.51,5000.0,emi,1
0.54,19,0,insufficient_funds,925.1,5000.0,insurance,1
0.7,44,0,bank_technical_error,796.32,5000.0,utility,1
0.77,32,1,mandate_expired,2087.62,5000.0,insurance,1
0.94,37,1,bank_technical_error,2312.94,5000.0,subscription,1
0.86,24,2,mandate_expired,549.21,2000.0,emi,1
0.65,30,1,insufficient_funds,1183.23,5000.0,insurance,1
0.77,22,2,insufficient_funds,14619.79,15988.26,insurance,1
0.85,44,2,bank_technical_error,1670.23,5000.0,subscription,1
0.68,29,2,insufficient_funds,2369.2,5000.0,utility,1
0.92,22,0,insufficient_funds,1676.43,5000.0,utility,1
0.92,25,2,mandate_expired,1279.98,5000.0,insurance,0
0.56,26,1,bank_technical_error,2859.93,5000.0,utility,1
0.98,36,2,mandate_revoked,2067.09,5000.0,subscription,0
0.54,41,0,mandate_revoked,11579.37,5000.0,subscription,0
0.82,23,0,mandate_expired,1013.5,5000.0,utility,1
0.93,29,1,insufficient_funds,1814.13,5000.0,subscription,1
0.61,40,0,bank_technical_error,938.07,5000.0,subscription,1
0.96,19,1,bank_technical_error,2434.67,5000.0,insurance,1
0.66,6,2,mandate_expired,1746.14,5000.0,insurance,1
0.3,25,1,insufficient_funds,4404.2,5000.0,subscription,1
0.51,16,2,bank_technical_error,1941.75,5000.0,insurance,1
0.36,34,2,bank_technical_error,2486.94,5000.0,insurance,1
0.61,9,0,bank_technical_error,2134.65,5000.0,insurance,1
0.56,14,0,mandate_revoked,1125.06,5000.0,subscription,0
0.47,44,2,insufficient_funds,1792.73,5000.0,utility,1
0.97,9,0,insufficient_funds,1790.33,3000.0,insurance,1
0.75,4,1,mandate_expired,1159.51,5000.0,insurance,1
0.47,7,1,mandate_revoked,564.47,5000.0,emi,0
0.89,22,1,bank_technical_error,3369.85,2000.0,insurance,1
0.85,25,1,mandate_revoked,816.02,5000.0,emi,0
0.37,48,2,insufficient_funds,2558.66,5000.0,emi,1
0.56,2,2,insufficient_funds,7447.79,8792.17,insurance,1
0.61,16,2,mandate_revoked,4367.98,5000.0,emi,0
0.74,4,2,mandate_expired,1654.52,1000.0,utility,0
0.57,37,1,insufficient_funds,1099.14,5000.0,insurance,1
0.67,5,1,bank_technical_error,2889.98,5000.0,subscription,1
0.57,27,2,mandate_expired,2506.05,2000.0,subscription,1
0.53,46,0,insufficient_funds,6877.81,10727.7,insurance,0
0.69,7,1,insufficient_funds,9453.5,14302.04,subscription,1
0.52,39,1,insufficient_funds,4287.31,5000.0,utility,1
0.58,35,2,bank_technical_error,2515.41,5000.0,emi,1
0.45,15,2,mandate_revoked,2368.06,5000.0,utility,0
0.77,12,1,insufficient_funds,2472.41,5000.0,subscription,1
0.88,35,2,mandate_revoked,7130.62,8200.9,insurance,0
0.63,14,2,insufficient_funds,1838.76,5000.0,utility,1
0.33,1,0,bank_technical_error,3449.8,5000.0,emi,1
0.62,35,0,insufficient_funds,2754.58,5000.0,subscription,1
0.97,40,0,mandate_expired,819.77,5000.0,emi,1
0.96,11,2,insufficient_funds,1666.54,5000.0,utility,1
0.41,37,0,mandate_expired,2192.97,1000.0,subscription,1
0.84,15,0,mandate_expired,2820.95,5000.0,insurance,1
0.83,7,2,bank_technical_error,2029.81,5000.0,emi,1
0.84,4,1,insufficient_funds,2063.29,5000.0,subscription,1
0.53,1,1,insufficient_funds,1297.33,5000.0,emi,0
0.71,45,1,bank_technical_error,715.39,5000.0,insurance,1
0.88,15,1,mandate_revoked,1749.83,5000.0,subscription,0
0.84,9,1,insufficient_funds,2834.49,5000.0,insurance,1
0.35,14,0,insufficient_funds,2367.23,2000.0,subscription,1
0.48,40,1,insufficient_funds,697.33,5000.0,insurance,1
0.72,41,0,bank_technical_error,10013.62,13564.21,subscription,1
0.8,19,1,insufficient_funds,2266.0,5000.0,emi,1
0.55,10,2,bank_technical_error,3226.21,5000.0,utility,1
0.39,28,1,mandate_revoked,851.1,5000.0,subscription,0
0.88,23,0,mandate_expired,10723.09,5000.0,emi,0
0.36,23,2,mandate_expired,2541.61,5000.0,insurance,1
0.32,22,1,mandate_revoked,2158.36,5000.0,insurance,0
0.95,20,1,mandate_expired,2639.92,5000.0,insurance,1
0.44,24,0,mandate_expired,9145.07,11372.0,emi,0
0.38,37,1,mandate_expired,2609.45,5000.0,emi,1
0.3,9,1,bank_technical_error,1167.26,5000.0,subscription,1
0.66,38,0,mandate_expired,8964.25,13528.72,utility,0
0.97,47,1,bank_technical_error,1429.56,5000.0,utility,1
0.58,19,2,insufficient_funds,5120.74,8183.85,subscription,1
0.8,20,2,mandate_revoked,2946.43,5000.0,insurance,0
0.42,21,2,insufficient_funds,2098.85,5000.0,emi,0
0.89,11,0,mandate_expired,5521.12,6673.49,emi,0
0.31,9,2,mandate_expired,14043.42,16908.33,emi,1
0.5,37,0,mandate_revoked,1561.57,5000.0,emi,0
0.73,10,1,mandate_revoked,1704.75,5000.0,subscription,0
0.41,39,0,insufficient_funds,523.93,2000.0,insurance,1
0.81,4,1,mandate_expired,2470.97,5000.0,subscription,1
0.63,2,2,insufficient_funds,1952.73,5000.0,utility,1
0.83,35,0,mandate_revoked,2360.61,5000.0,emi,0
0.92,19,1,insufficient_funds,1279.99,5000.0,utility,1
0.7,40,0,insufficient_funds,13628.92,16622.01,utility,1
0.59,34,2,mandate_expired,2932.21,5000.0,subscription,1
0.68,5,0,mandate_expired,6605.23,8496.32,emi,0
0.46,43,1,insufficient_funds,2970.69,5000.0,emi,1
0.84,31,1,mandate_revoked,1207.26,5000.0,emi,0
0.64,40,1,mandate_revoked,3943.33,5000.0,subscription,0
0.58,36,1,insufficient_funds,1892.99,5000.0,subscription,1
0.81,4,1,insufficient_funds,2963.9,5000.0,emi,1
0.54,37,1,bank_technical_error,862.58,5000.0,utility,1
0.5,28,2,insufficient_funds,2459.23,5000.0,insurance,1
0.75,29,2,bank_technical_error,2395.87,1000.0,emi,1
0.71,27,0,insufficient_funds,941.88,5000.0,insurance,1
0.87,26,1,insufficient_funds,9195.7,11311.8,utility,1
0.9,47,0,mandate_expired,1872.44,1000.0,utility,1
0.87,47,1,bank_technical_error,13314.64,16564.12,utility,1
0.9,15,1,insufficient_funds,2783.64,5000.0,insurance,1
0.69,24,1,mandate_expired,1580.52,5000.0,utility,1
0.37,3,0,mandate_revoked,1104.69,5000.0,subscription,0
0.42,12,2,insufficient_funds,6050.28,9973.8,subscription,1
0.55,1,0,bank_technical_error,1397.63,1000.0,emi,1
0.31,5,2,insufficient_funds,1077.88,5000.0,utility,1
0.32,6,0,mandate_revoked,1623.99,5000.0,emi,0
0.7,33,0,insufficient_funds,2417.22,2000.0,subscription,1
0.66,32,2,insufficient_funds,977.55,5000.0,utility,1
0.72,26,1,insufficient_funds,8393.53,5000.0,utility,1
0.47,45,1,mandate_expired,957.21,5000.0,insurance,1
0.34,16,1,mandate_expired,11633.39,15492.18,utility,1
0.98,34,0,bank_technical_error,14264.38,17947.63,subscription,1
0.5,43,2,mandate_expired,2533.46,2000.0,subscription,0
0.77,23,1,mandate_revoked,1555.0,5000.0,insurance,0
0.35,33,1,insufficient_funds,1996.26,5000.0,emi,1
0.5,9,1,mandate_expired,1163.05,5000.0,subscription,1
0.64,43,1,insufficient_funds,2495.05,5000.0,subscription,1
0.66,19,2,insufficient_funds,2215.62,5000.0,utility,1
0.4,28,1,insufficient_funds,8329.37,11760.84,insurance,1
0.94,3,1,insufficient_funds,2411.18,5000.0,insurance,1
0.51,47,1,mandate_expired,739.76,5000.0,subscription,0
0.5,44,1,bank_technical_error,5690.89,8766.49,emi,1
0.63,31,0,bank_technical_error,1421.8,5000.0,insurance,1
0.66,10,1,bank_technical_error,5690.65,5000.0,insurance,1
0.65,38,0,mandate_revoked,602.4,5000.0,emi,0
0.58,25,0,insufficient_funds,13637.89,18512.38,insurance,1
0.46,30,1,mandate_expired,2982.3,5000.0,utility,1
0.66,20,0,bank_technical_error,2091.48,5000.0,insurance,1
0.92,29,0,bank_technical_error,1007.56,5000.0,insurance,1
0.92,47,1,mandate_expired,13257.91,14818.83,insurance,1
0.45,23,1,mandate_revoked,11912.27,15770.89,utility,0
0.82,37,1,insufficient_funds,1650.77,5000.0,insurance,1
0.47,37,0,bank_technical_error,4112.27,5000.0,subscription,1
0.42,23,0,mandate_expired,633.15,5000.0,utility,1
0.87,10,2,insufficient_funds,2581.1,5000.0,subscription,1
0.74,47,2,mandate_revoked,1651.25,5000.0,emi,0
0.91,38,2,mandate_expired,3145.25,5000.0,emi,1
0.5,44,1,insufficient_funds,1721.66,5000.0,insurance,1
0.82,38,1,mandate_expired,5396.93,9018.16,subscription,1
0.37,21,1,insufficient_funds,1761.46,2000.0,emi,1
0.96,4,0,insufficient_funds,2342.22,5000.0,insurance,1
0.95,12,0,insufficient_funds,686.56,5000.0,insurance,1
0.41,47,0,bank_technical_error,2554.31,5000.0,subscription,1
0.43,29,1,insufficient_funds,9000.6,13505.64,emi,1
0.89,40,2,insufficient_funds,7051.48,8161.69,utility,1
0.92,9,1,mandate_expired,2134.98,5000.0,subscription,1
0.43,41,0,insufficient_funds,8974.45,11184.8,emi,1
0.84,13,1,insufficient_funds,9042.7,13084.9,insurance,1
0.76,31,0,bank_technical_error,1850.88,3000.0,emi,1
0.71,19,2,mandate_revoked,2649.67,5000.0,subscription,0
0.57,3,1,insufficient_funds,1874.53,5000.0,subscription,1
0.31,30,2,insufficient_funds,2978.84,5000.0,insurance,1
0.67,17,2,mandate_expired,913.63,5000.0,insurance,0
0.34,11,1,mandate_revoked,2251.98,5000.0,subscription,0
0.41,25,2,insufficient_funds,2333.53,5000.0,emi,1
0.56,15,2,insufficient_funds,2157.08,5000.0,insurance,1
0.93,29,0,bank_technical_error,2147.75,5000.0,insurance,1
0.82,21,0,mandate_expired,1647.42,5000.0,subscription,0
0.66,12,0,bank_technical_error,2937.04,5000.0,insurance,1
0.7,40,1,insufficient_funds,585.31,3000.0,subscription,1
0.66,38,2,mandate_revoked,2572.72,5000.0,insurance,0
0.98,36,2,mandate_expired,216.0,5000.0,utility,1
0.95,32,1,insufficient_funds,1979.33,5000.0,subscription,1
0.67,43,0,insufficient_funds,904.45,5000.0,utility,1
0.78,34,2,insufficient_funds,613.67,5000.0,subscription,1
0.81,21,1,mandate_revoked,2027.75,5000.0,subscription,0
0.95,9,0,insufficient_funds,2521.96,5000.0,utility,1
0.96,33,1,insufficient_funds,555.81,5000.0,emi,1
0.44,37,1,insufficient_funds,8192.44,10585.87,subscription,1
0.31,1,1,bank_technical_error,2093.93,5000.0,insurance,1
0.89,1,0,mandate_revoked,2050.72,5000.0,subscription,0
0.72,14,1,mandate_expired,2157.71,5000.0,emi,0
0.99,18,2,mandate_revoked,1691.31,5000.0,subscription,0
0.7,43,1,insufficient_funds,1528.98,5000.0,insurance,1
0.95,30,2,insufficient_funds,7719.91,8738.82,utility,1
0.88,8,0,insufficient_funds,1817.09,5000.0,subscription,1
0.92,25,2,insufficient_funds,1857.08,3000.0,utility,1
0.7,38,0,insufficient_funds,972.91,2000.0,emi,1
0.37,16,1,mandate_expired,677.77,5000.0,insurance,1
0.61,7,1,insufficient_funds,2337.59,5000.0,emi,1
0.93,1,0,insufficient_funds,12894.95,16312.04,subscription,1
0.44,48,2,insufficient_funds,1991.04,5000.0,utility,1
0.53,15,1,bank_technical_error,4758.68,5000.0,utility,1
0.5,29,0,insufficient_funds,1504.86,5000.0,emi,1
0.78,45,2,mandate_expired,3908.48,5000.0,subscription,1
0.35,31,0,mandate_expired,1284.28,2000.0,insurance,0
0.88,38,0,bank_technical_error,940.7,5000.0,insurance,1
0.82,12,2,bank_technical_error,2523.18,2000.0,emi,1
0.74,16,0,insufficient_funds,2140.69,5000.0,emi,1
0.41,25,0,insufficient_funds,12552.21,15751.44,subscription,1
0.91,20,0,mandate_expired,1857.39,1000.0,subscription,0
0.81,15,0,bank_technical_error,2089.65,5000.0,emi,1
0.36,30,0,insufficient_funds,540.95,5000.0,subscription,1
0.56,27,2,mandate_expired,3643.18,3000.0,insurance,1
0.67,20,1,insufficient_funds,887.84,5000.0,utility,1
0.42,1,0,insufficient_funds,816.7,5000.0,subscription,1
0.75,8,2,mandate_revoked,2186.34,5000.0,insurance,0
0.95,38,2,insufficient_funds,5911.42,10581.11,utility,1
0.42,43,0,insufficient_funds,540.56,5000.0,subscription,1
0.45,34,2,mandate_revoked,1649.72,5000.0,emi,0
0.84,4,1,insufficient_funds,2830.82,5000.0,utility,1
0.49,19,0,insufficient_funds,2768.07,5000.0,insurance,1
0.64,20,2,mandate_revoked,2308.4,5000.0,insurance,0
0.97,13,2,mandate_expired,12674.23,14959.66,insurance,1
0.38,2,2,mandate_revoked,14890.28,18602.39,subscription,0
0.31,4,1,insufficient_funds,508.36,5000.0,emi,1
0.55,45,1,mandate_revoked,2185.95,5000.0,subscription,0
0.92,6,1,insufficient_funds,2213.13,5000.0,emi,1
0.39,7,0,mandate_revoked,786.34,5000.0,utility,0
0.47,11,0,insufficient_funds,1953.97,5000.0,subscription,1
0.56,11,2,mandate_revoked,1505.68,5000.0,utility,0
0.63,34,0,mandate_expired,1144.66,5000.0,subscription,1
0.41,16,2,bank_technical_error,2622.94,5000.0,emi,1
0.44,3,1,insufficient_funds,1585.32,5000.0,utility,1
0.43,9,0,mandate_revoked,2409.69,5000.0,emi,0
0.45,27,0,insufficient_funds,1162.38,5000.0,emi,1
0.6,13,0,mandate_expired,2338.57,5000.0,subscription,1
0.75,29,0,mandate_revoked,1152.91,5000.0,insurance,0
0.66,41,1,insufficient_funds,652.85,5000.0,emi,0
0.64,32,2,insufficient_funds,9094.85,5000.0,insurance,1
0.31,46,0,mandate_expired,1034.73,2000.0,subscription,1
0.4,18,0,mandate_expired,2813.86,5000.0,emi,1
0.58,36,0,mandate_expired,2499.38,5000.0,utility,1
0.64,24,0,insufficient_funds,873.25,5000.0,insurance,1
0.77,33,0,mandate_revoked,2032.55,5000.0,insurance,0
0.9,10,2,bank_technical_error,6707.23,9650.73,utility,1
0.38,9,0,bank_technical_error,1038.49,5000.0,insurance,1
0.44,45,2,mandate_revoked,537.37,5000.0,utility,0
0.93,42,1,mandate_expired,813.51,5000.0,emi,1
0.8,43,0,bank_technical_error,4584.27,5000.0,utility,1
0.8,6,1,insufficient_funds,1315.43,5000.0,utility,1
0.85,33,1,mandate_expired,2496.57,5000.0,subscription,1
0.38,17,1,mandate_expired,11699.35,13716.41,subscription,1
0.57,44,0,bank_technical_error,1535.89,5000.0,emi,1
0.73,32,1,insufficient_funds,2161.21,5000.0,utility,1
0.56,42,0,mandate_expired,9367.65,5000.0,utility,1
0.55,22,1,insufficient_funds,1146.03,5000.0,subscription,1
0.81,4,1,mandate_revoked,703.12,2000.0,utility,0
0.82,35,0,insufficient_funds,2181.97,5000.0,subscription,1
0.33,4,2,insufficient_funds,13870.85,16890.9,insurance,1
0.36,2,2,bank_technical_error,1545.15,5000.0,subscription,1
0.72,5,1,mandate_expired,1684.93,5000.0,utility,1
0.82,11,2,mandate_revoked,1968.33,5000.0,utility,0
0.78,12,2,bank_technical_error,13318.2,15493.26,utility,1
0.45,20,1,mandate_revoked,2439.78,5000.0,insurance,0
0.71,13,2,mandate_expired,2094.42,1000.0,subscription,1
0.36,9,0,mandate_expired,283.63,5000.0,utility,1
0.75,37,0,bank_technical_error,1946.26,5000.0,utility,1
0.77,5,1,insufficient_funds,1248.54,5000.0,subscription,1
0.75,31,0,insufficient_funds,2649.62,2000.0,insurance,0
0.94,12,0,insufficient_funds,1417.4,5000.0,utility,1
0.43,25,0,bank_technical_error,2839.35,5000.0,utility,1
0.8,14,0,mandate_expired,2113.79,5000.0,utility,0
0.91,42,0,insufficient_funds,2651.97,5000.0,insurance,1
0.82,30,2,insufficient_funds,2325.98,5000.0,utility,1
0.53,24,0,mandate_expired,3550.64,2000.0,subscription,1
0.73,16,2,insufficient_funds,2578.92,5000.0,emi,1
0.44,19,0,bank_technical_error,761.35,2000.0,emi,1
0.62,30,1,bank_technical_error,1731.83,5000.0,subscription,1
0.57,21,2,insufficient_funds,2332.75,5000.0,subscription,1
0.98,32,1,mandate_expired,8471.08,11685.87,emi,1
0.47,39,2,bank_technical_error,2677.36,5000.0,subscription,1
0.63,14,2,insufficient_funds,1541.13,5000.0,emi,0
0.67,25,1,mandate_revoked,893.32,5000.0,emi,0
0.72,39,2,mandate_revoked,2878.18,5000.0,emi,0
0.41,15,2,bank_technical_error,13241.78,16683.18,subscription,1
0.65,34,0,mandate_expired,1909.59,1000.0,subscription,1
0.72,36,2,bank_technical_error,2884.14,5000.0,insurance,1
0.52,16,1,insufficient_funds,2274.35,5000.0,emi,1
0.38,26,1,bank_technical_error,2057.2,3000.0,subscription,1
0.93,1,0,insufficient_funds,1350.82,5000.0,utility,1
0.68,46,1,bank_technical_error,6574.96,10050.63,subscription,1
0.6,28,0,mandate_revoked,2579.29,3000.0,insurance,0
0.47,6,0,bank_technical_error,13310.29,5000.0,insurance,1
0.48,37,0,insufficient_funds,2435.82,2000.0,subscription,1
0.9,5,0,insufficient_funds,13200.33,15799.09,insurance,1
0.31,31,0,insufficient_funds,12418.12,14375.43,utility,1
0.96,24,1,insufficient_funds,802.17,5000.0,subscription,1
0.46,36,1,insufficient_funds,1849.29,5000.0,insurance,1
0.71,10,2,insufficient_funds,879.21,1000.0,emi,1
0.99,4,0,insufficient_funds,2368.3,5000.0,utility,1
0.78,13,0,bank_technical_error,1138.05,5000.0,insurance,1
0.49,4,2,insufficient_funds,2474.22,5000.0,subscription,1
0.65,21,1,bank_technical_error,2595.97,5000.0,emi,1
0.78,5,2,bank_technical_error,631.56,5000.0,subscription,1
0.8,32,1,insufficient_funds,7294.68,8495.4,emi,1
